7,724999;-4,097819E-08;90;-100;5,072211;0;-0,9999999;-95,91837;5,021921;0;-0,9999999;-91,83673;4,997721;0;-0,9999999;-87,7551;4,99899;0;-0,9999999;-83,67346;5,02576;0;-0,9999999;-79,59183;5,07872;0;-0,9999999;-75,51019;5,159258;0;-0,9999999;-71,42856;5,269554;0;-0,9999999;-67,34692;5,412725;0;-0,9999999;-63,26529;5,593057;0;-0,9999999;-59,18365;5,81634;0;-0,9999999;-55,10202;6,090373;0;-0,9999999;-51,02039;6,425712;0;-0,9999999;-46,93875;6,836831;0;-0,9999999;-42,85712;7,343955;0;-0,9999999;-38,77548;7,976037;0;-0,9999999;-34,69385;8,775882;0;-0,9999999;-30,61222;9,809328;0;-0,9999999;-26,53058;9,7134;1;0;-22,44895;9,40311;1;0;-18,36732;9,15704;1;0;-14,28568;8,967851;1;0;-10,20405;8,83021;1;0;-6,122419;8,740396;1;0;-2,040787;8,696059;1;0;2,040846;8,69606;1;0;6,122478;8,740397;1;0;10,20411;8,830211;1;0;14,28574;8,967854;1;0;18,36738;9,157043;1;0;22,44901;9,403114;1;0;26,53064;9,713408;1;0;30,61227;9,818439;0;1;34,69391;8,784033;0;1;38,77554;5,266753;0,9999397;0,0109852;42,85718;7,35078;0;1;46,93881;6,843186;0;1;51,02045;6,431686;0;1;55,10208;6,096037;0;1;59,18372;5,821753;0;1;63,26535;5,598261;0;1;67,34698;5,417762;0;1;71,42862;5,274458;0;1;75,51025;5,16406;0;1;79,59189;5,083448;0;1;83,67352;5,030439;0;1;87,75516;5,003644;0;1;91,83679;5,002375;0;1;95,91843;5,026598;0;1;100,0001;5,076936;0;1;0,2697232;-0,05021763;254;0;0;0;0;0;0;0
7,449998;-8,195639E-08;90;-100;5,072211;0;-0,9999999;-95,91837;5,021921;0;-0,9999999;-91,83673;4,997721;0;-0,9999999;-87,7551;4,99899;0;-0,9999999;-83,67346;5,02576;0;-0,9999999;-79,59183;5,07872;0;-0,9999999;-75,51019;5,159258;0;-0,9999999;-71,42856;5,269554;0;-0,9999999;-67,34692;5,412724;0;-0,9999999;-63,26529;5,593057;0;-0,9999999;-59,18365;5,81634;0;-0,9999999;-55,10202;6,090373;0;-0,9999999;-51,02039;6,425712;0;-0,9999999;-46,93875;6,836832;0;-0,9999999;-42,85712;7,343955;0;-0,9999999;-38,77548;7,976037;0;-0,9999999;-34,69385;8,775882;0;-0,9999999;-30,61222;9,730679;0,6154351;-0,7881876;-26,53058;9,406034;1;0;-22,44895;9,10556;1;0;-18,36732;8,867277;1;0;-14,28568;8,684076;1;0;-10,20405;8,550789;1;0;-6,122419;8,463818;1;0;-2,040787;8,420884;1;0;2,040846;8,420884;1;0;6,122478;8,463819;1;0;10,20411;8,550792;1;0;14,28574;8,684079;1;0;18,36738;8,867281;1;0;22,44901;9,105565;1;0;26,53064;9,406042;1;0;30,61227;9,739735;0,7981488;0,6024604;34,69391;8,784033;0;1;38,77554;5,015432;0,6631753;0,748464;42,85718;7,35078;0;1;46,93881;6,843187;0;1;51,02045;6,431686;0;1;55,10208;6,096037;0;1;59,18372;5,821752;0;1;63,26535;5,598261;0;1;67,34698;5,417761;0;1;71,42862;5,274457;0;1;75,51025;5,16406;0;1;79,59189;5,083448;0;1;83,67352;5,030439;0;1;87,75516;5,003644;0;1;91,83679;5,002375;0;1;95,91843;5,026598;0;1;100,0001;5,076936;0;1;0,5241659;-0,1482683;234;0;0;0;0;0;0;0
7,175058;-0,001744032;94;-100;5,034382;0;-0,9999999;-95,91837;5,009611;0;-0,9999999;-91,83673;5,010375;0;-0,9999999;-87,7551;5,036691;0;-0,9999999;-83,67346;5,089239;0;-0,9999999;-79,59183;5,169393;0;-0,9999999;-75,51019;5,279322;0;-0,9999999;-71,42856;5,42213;0;-0,9999999;-67,34692;5,602087;0;-0,9999999;-63,26529;5,824961;0;-0,9999999;-59,18365;6,098522;0;-0,9999999;-55,10202;6,433287;0;-0,9999999;-51,02039;6,843669;0;-0,9999999;-46,93875;7,349802;0;-0,9999999;-42,85712;7,980492;0;-0,9999999;-38,77548;8,778288;0;-0,9999999;-34,69385;9,486875;0,9599895;-0,2800356;-30,61222;9,105608;1;0;-26,53058;8,813648;1;0;-22,44895;8,582013;1;0;-18,36732;8,403777;1;0;-14,28568;8,273912;1;0;-10,20405;8,188908;1;0;-6,122419;8,146537;1;0;-2,040787;6,399277;0,7431445;0,669131;2,040846;8,186405;1;0;6,122478;8,26967;1;0;10,20411;8,397686;1;0;14,28574;8,5739;1;0;18,36738;8,803284;1;0;22,44901;9,092669;1;0;26,53064;9,819217;0;1;30,61227;8,781651;0;1;34,69391;4,928262;-0,3174717;0,9482678;38,77554;4,846189;0,9999589;-0,009079086;42,85718;6,836353;0;1;46,93881;6,424116;0;1;51,02045;6,087892;0;1;55,10208;5,813134;0;1;59,18372;5,589233;0;1;63,26535;5,408359;0;1;67,34698;5,264693;0;1;71,42862;5,15393;0;1;75,51025;5,072936;0;1;79,59189;5,019516;0;1;83,67352;4,99227;0;1;87,75516;4,990496;0;1;91,83679;5,01415;0;1;95,91843;5,063838;0;1;100,0001;5,140862;0;1;0,7297024;-0,3298179;226;0;0;0;0;0;0;-1
6,927405;-0,1140077;122;-100;5,591566;0;-0,9999999;-95,91837;5,772202;0;-0,9999999;-91,83673;5,99633;0;-0,9999999;-87,7551;6,271668;0;-0,9999999;-83,67346;6,608644;0;-0,9999999;-79,59183;7,021529;0;-0,9999999;-75,51019;7,530187;0;-0,9999999;-71,42856;8,162938;0;-0,9999999;-67,34692;8,961415;0;-0,9999999;-63,26529;9,989203;0;-0,9999999;-59,18365;8,897259;1;0;-55,10202;8,604546;1;0;-51,02039;8,371593;1;0;-46,93875;8,19138;1;0;-42,85712;8,05878;1;0;-38,77548;7,970191;1;0;-34,69385;7,923283;1;0;-30,61222;6,083115;0,8003359;0,5995519;-26,53058;7,950725;1;0;-22,44895;8,025779;1;0;-18,36732;8,14397;1;0;-14,28568;8,308469;1;0;-10,20405;8,523882;1;0;-6,122419;8,796572;1;0;-2,040787;9,632974;0;1;2,040846;8,593582;0;1;6,122478;7,792321;0;1;10,20411;4,507185;0,929603;0,3685623;14,28574;6,655478;0;1;18,36738;6,246245;0;1;22,44901;5,912682;0;1;26,53064;5,640097;0;1;30,61227;5,417809;0;1;34,69391;5,237941;0;1;38,77554;5,094647;0;1;42,85718;4,983589;0;1;46,93881;4,901606;0;1;51,02045;4,846463;0;1;55,10208;4,816708;0;1;59,18372;4,811575;0;1;63,26535;4,830933;0;1;67,34698;4,875278;0;1;71,42862;4,945766;0;1;75,51025;5,044285;0;1;79,59189;5,173586;0;1;83,67352;4,793247;-1;0;87,75516;4,184289;-1;0;91,83679;3,7294;-1;0;95,91843;3,379183;-1;0;100,0001;3,103486;-1;0;0,9442833;-0,5007777;230;0;0;0;0;0;0;0
6,694193;-0,2597356;122;-100;5,748739;0;-0,9999999;-95,91837;5,934452;0;-0,9999999;-91,83673;6,164881;0;-0,9999999;-87,7551;6,447958;0;-0,9999999;-83,67346;6,794406;0;-0,9999999;-79,59183;7,218896;0;-0,9999999;-75,51019;7,741853;0;-0,9999999;-71,42856;8,392389;0;-0,9999999;-67,34692;9,21331;0;-0,9999999;-63,26529;8,986375;1;0;-59,18365;8,635089;1;0;-55,10202;8,351001;1;0;-51,02039;8,124913;1;0;-46,93875;7,95001;1;0;-42,85712;7,821316;1;0;-38,77548;7,735338;1;0;-34,69385;6,360485;0,2756371;0,9612618;-30,61222;5,660855;0,6946586;0,7193397;-26,53058;7,716446;1;0;-22,44895;7,789289;1;0;-18,36732;7,903996;1;0;-14,28568;8,063649;1;0;-10,20405;8,272715;1;0;-6,122419;8,537369;1;0;-2,040787;9,341157;0;1;2,040846;8,333254;0;1;6,122478;7,556265;0;1;10,20411;4,226373;0,8267351;0,5625913;14,28574;6,453861;0;1;18,36738;6,057025;0;1;22,44901;5,733566;0;1;26,53064;5,469238;0;1;30,61227;5,253685;0;1;34,69391;5,079266;0;1;38,77554;4,940312;0;1;42,85718;4,83262;0;1;46,93881;4,753119;0;1;51,02045;4,699646;0;1;55,10208;4,670793;0;1;59,18372;4,665816;0;1;63,26535;4,684587;0;1;67,34698;4,727589;0;1;71,42862;4,795941;0;1;75,51025;4,891476;0;1;79,59189;5,01686;0;1;83,67352;5,159943;-0,4196327;0,907694;87,75516;4,654197;-1;0;91,83679;4,148222;-1;0;95,91843;3,758675;-1;0;100,0001;3,452016;-1;0;1,118325;-0,7122377;210;0;0;0;0;0;0;0
6,46098;-0,4054635;122;-100;5,905911;0;-0,9999999;-95,91837;6,096702;0;-0,9999999;-91,83673;6,333431;0;-0,9999999;-87,7551;6,624247;0;-0,9999999;-83,67346;6,980166;0;-0,9999999;-79,59183;7,416263;0;-0,9999999;-75,51019;7,953516;0;-0,9999999;-71,42856;8,62184;0;-0,9999999;-67,34692;9,465205;0;-0,9999999;-63,26529;8,713539;1;0;-59,18365;8,372918;1;0;-55,10202;8,097456;1;0;-51,02039;7,878232;1;0;-46,93875;7,708639;1;0;-42,85712;7,583853;1;0;-38,77548;7,500485;1;0;-34,69385;5,726736;0,51261;0,8586215;-30,61222;5,28784;0,6799254;0,7332813;-26,53058;5,024938;0,9910688;0,1333514;-22,44895;7,552798;1;0;-18,36732;7,664022;1;0;-14,28568;7,818828;1;0;-10,20405;8,021546;1;0;-6,122419;8,278166;1;0;-2,040787;9,049341;0;1;2,040846;8,072924;0;1;6,122478;7,32021;0;1;10,20411;3,963004;0,6850001;0,728543;14,28574;6,252244;0;1;18,36738;5,867805;0;1;22,44901;5,554452;0;1;26,53064;5,298382;0;1;30,61227;5,089561;0;1;34,69391;4,920592;0;1;38,77554;4,785979;0;1;42,85718;4,681651;0;1;46,93881;4,604634;0;1;51,02045;4,552831;0;1;55,10208;4,524879;0;1;59,18372;4,520058;0;1;63,26535;4,538242;0;1;67,34698;4,579901;0;1;71,42862;4,646117;0;1;75,51025;4,738667;0;1;79,59189;4,860136;0;1;83,67352;5,014099;0;1;87,75516;5,098546;-0,9740399;0,2263767;91,83679;4,567045;-1;0;95,91843;4,138167;-1;0;100,0001;3,800546;-1;0;1,250967;-0,9524264;214;0;0;0;0;0;0;0
6,227768;-0,5511914;122;-100;6,063085;0;-0,9999999;-95,91837;6,258953;0;-0,9999999;-91,83673;6,501981;0;-0,9999999;-87,7551;6,800537;0;-0,9999999;-83,67346;7,165928;0;-0,9999999;-79,59183;7,613631;0;-0,9999999;-75,51019;8,165183;0;-0,9999999;-71,42856;8,851291;0;-0,9999999;-67,34692;8,845417;1;0;-63,26529;8,440703;1;0;-59,18365;8,110748;1;0;-55,10202;7,843911;1;0;-51,02039;7,631551;1;0;-46,93875;7,467268;1;0;-42,85712;7,34639;1;0;-38,77548;7,265632;1;0;-34,69385;5,348151;0,7565627;0,6539211;-30,61222;4,961085;0,7753611;0,6315182;-26,53058;4,812548;0,9984775;-0,05516089;-22,44895;7,316307;1;0;-18,36732;7,424049;1;0;-14,28568;7,574008;1;0;-10,20405;7,770378;1;0;-6,122419;8,018962;1;0;-2,040787;8,757525;0;1;2,040846;7,812595;0;1;6,122478;7,084153;0;1;10,20411;3,704286;0,4987128;0,8667673;14,28574;3,873512;0,8116193;-0,5841867;18,36738;5,678586;0;1;22,44901;5,375336;0;1;26,53064;5,127523;0;1;30,61227;4,925436;0;1;34,69391;4,761915;0;1;38,77554;4,631644;0;1;42,85718;4,530679;0;1;46,93881;4,456147;0;1;51,02045;4,406015;0;1;55,10208;4,378964;0;1;59,18372;4,374298;0;1;63,26535;4,391896;0;1;67,34698;4,432211;0;1;71,42862;4,496293;0;1;75,51025;4,585859;0;1;79,59189;4,70341;0;1;83,67352;4,852407;0;1;87,75516;5,037543;0;1;91,83679;4,985867;-1;0;95,91843;4,517659;-1;0;100,0001;4,149076;-1;0;1,342135;-1,21055;194;0;0;0;0;0;0;0
6,037246;-0,7421915;154;-100;8,754501;1;0;-95,91837;8,344159;1;0;-91,83673;8,00937;1;0;-87,7551;7,738151;1;0;-83,67346;7,521604;1;0;-79,59183;7,35313;1;0;-75,51019;7,227901;1;0;-71,42856;5,493156;0,5877856;0,8090167;-67,34692;4,95172;0,8290362;0,5591949;-63,26529;4,724023;0,8175251;0,575893;-59,18365;4,643753;0,9193954;0,3933345;-55,10202;7,168816;1;0;-51,02039;7,268244;1;0;-46,93875;7,408581;1;0;-42,85712;7,593723;1;0;-38,77548;7,829086;1;0;-34,69385;8,128647;0,9896824;0,1432786;-30,61222;7,504931;0;1;-26,53058;6,788964;0;1;-22,44895;3,424302;0,697753;0,7163383;-18,36732;5,777237;0;1;-14,28568;5,41403;0;1;-10,20405;5,118217;0;1;-6,122419;4,876509;0;1;-2,040787;4,679268;0;1;2,040846;4,519397;0;1;6,122478;4,39163;0;1;10,20411;4,292063;0;1;14,28574;4,217832;0;1;18,36738;4,166903;0;1;22,44901;4,137928;0;1;26,53064;4,130161;0;1;30,61227;4,143402;0;1;34,69391;4,177989;0;1;38,77554;4,234822;0;1;42,85718;4,315416;0;1;46,93881;4,422003;0;1;51,02045;4,557693;0;1;55,10208;4,726709;0;1;59,18372;4,934744;0;1;63,26535;4,803617;-1;0;67,34698;4,402888;-1;0;71,42862;4,082987;-1;0;75,51025;3,824511;-1;0;79,59189;3,614052;-1;0;83,67352;3,4421;-1;0;87,75516;3,301753;-1;0;91,83679;3,187943;-1;0;95,91843;3,096903;-1;0;100,0001;3,02584;-1;0;1,370842;-1,48368;182;0;0;0;0;0;0;-1
5,93423;-0,997167;158;-100;8,240782;1;0;-95,91837;7,909072;1;0;-91,83673;7,64029;1;0;-87,7551;7,425607;1;0;-83,67346;7,258472;1;0;-79,59183;7,134088;1;0;-75,51019;5,007004;0,6946586;0,7193397;-71,42856;4,703999;0,9571279;0,2896655;-67,34692;4,545282;0,9193954;0,3933345;-63,26529;4,528671;0,9193954;0,3933345;-59,18365;4,443893;0,8864702;-0,4627858;-55,10202;7,169473;1;0;-51,02039;7,307106;1;0;-46,93875;7,48886;1;0;-42,85712;7,720047;1;0;-38,77548;7,906267;0,2895968;0,9571487;-34,69385;7,049516;0;1;-30,61222;3,217375;0,2957138;0,9552765;-26,53058;3,204166;0,9756687;0,2192496;-22,44895;5,422488;0;1;-18,36732;5,080637;0;1;-14,28568;4,802248;0;1;-10,20405;4,574782;0;1;-6,122419;4,389149;0;1;-2,040787;4,238657;0;1;2,040846;4,11834;0;1;6,122478;4,024518;0;1;10,20411;3,954488;0;1;14,28574;3,90633;0;1;18,36738;3,878771;0;1;22,44901;3,871096;0;1;26,53064;3,883111;0;1;30,61227;3,915123;0;1;34,69391;3,967963;0;1;38,77554;4,043037;0;1;42,85718;4,142427;0;1;46,93881;4,269028;0;1;51,02045;4,426773;0;1;55,10208;4,620966;0;1;59,18372;4,841933;-0,4196327;0,907694;63,26535;4,552496;-1;0;67,34698;4,220815;-1;0;71,42862;3,952873;-1;0;75,51025;3,73473;-1;0;79,59189;3,556505;-1;0;83,67352;3,411029;-1;0;87,75516;3,293035;-1;0;91,83679;3,198615;-1;0;95,91843;3,124868;-1;0;100,0001;3,069665;-1;0;1,416771;-1,754144;194;0;0;0;0;0;0;0
5,831214;-1,252143;158;-100;8,119308;1;0;-95,91837;7,792487;1;0;-91,83673;7,527668;1;0;-87,7551;7,316149;1;0;-83,67346;7,151478;1;0;-79,59183;5,146774;0,5877856;0,8090167;-75,51019;4,654552;0,9881272;0,1536385;-71,42856;4,463935;0,8897172;0,456512;-67,34692;4,409765;0,9810828;-0,1935888;-63,26529;4,367917;0,9810828;-0,1935888;-59,18365;4,308111;0,9993909;0,03489772;-55,10202;7,06379;1;0;-51,02039;7,199395;1;0;-46,93875;7,378469;1;0;-42,85712;8,510697;0;1;-38,77548;7,406301;0;1;-34,69385;3,121809;-0,3970096;0,9178144;-30,61222;2,9465;0,815475;0,5787923;-26,53058;5,460422;0;1;-22,44895;5,065316;0;1;-18,36732;4,745982;0;1;-14,28568;4,48593;0;1;-10,20405;4,273447;0;1;-6,122419;4,100041;0;1;-2,040787;3,959462;0;1;2,040846;3,847071;0;1;6,122478;3,759428;0;1;10,20411;3,694011;0;1;14,28574;3,649025;0;1;18,36738;3,623281;0;1;22,44901;3,616112;0;1;26,53064;3,627336;0;1;30,61227;3,657238;0;1;34,69391;3,706598;0;1;38,77554;3,776728;0;1;42,85718;3,869571;0;1;46,93881;3,987833;0;1;51,02045;4,135188;0;1;55,10208;4,316589;0;1;59,18372;4,538714;0;1;63,26535;4,689085;-0,9740399;0,2263767;67,34698;4,365626;-1;0;71,42862;4,088491;-1;0;75,51025;3,862865;-1;0;79,59189;3,678525;-1;0;83,67352;3,528059;-1;0;87,75516;3,406017;-1;0;91,83679;3,308357;-1;0;95,91843;3,23208;-1;0;100,0001;3,174983;-1;0;1,44372;-2,027153;182;0;0;0;0;0;0;0
